En	O
vain	O
contre	O
l'	O
effort	O
d'	O
une	O
sanglante	O
guerre	O
,	O
Retranchés	O
sur	O
ce	O
mont	O
qui	O
semble	O
fuir	O
la	O
terre	O
,	O
Nous	O
défendons	O
l'	O
honneur	O
du	O
nom	O
Messénien	O
Si	O
le	O
démon	O
de	O
Sparte	LOC-B
est	O
plus	O
fort	O
que	O
le	O
sien	O
.	O
	
Il	O
triomphe	O
,	O
et	O
malgré	O
les	O
efforts	O
de	O
nos	O
armes	O
Après	O
tout	O
notre	O
sang	O
nous	O
arrache	O
des	O
larmes	O
.	O
	
Oui	O
,	O
Princes	O
,	O
en	O
l'	O
état	O
où	O
nous	O
réduit	O
le	O
sort	O
Où	O
le	O
moindre	O
malheur	O
est	O
celui	O
de	O
la	O
mort	O
.	O
	
À	O
l'	O
effroyable	O
objet	O
des	O
maux	O
qu'	O
on	O
nous	O
prépare	O
Je	O
sens	O
que	O
malgré	O
moi	O
ma	O
confiance	O
s'	O
égare	O
;	O
	
Et	O
je	O
ne	O
saurais	O
voir	O
qu'	O
avec	O
la	O
larme	O
à	O
l'	O
oeil	O
Toute	O
la	O
Messénie	LOC-B
au	O
bord	O
de	O
son	O
cercueil	O
.	O
	
Hélas	O
!	O
	
Pour	O
quel	O
forfait	O
,	O
pour	O
quel	O
crime	O
exécrable	O
Lui	O
faites-vous	O
,	O
grands	O
Dieux	O
,	O
un	O
sort	O
si	O
déplorable	O
?	O
	
Ou	O
pourquoi	O
si	O
ce	O
coup	O
ne	O
pouvait	O
s'	O
éviter	O
Attendiez-vous	O
mon	O
règne	O
à	O
le	O
faire	O
éclater	O
?	O
	
Dieu	O
du	O
mont	LOC-B
Ithomé	LOC-I
,	O
Dieu	O
de	O
toute	O
la	O
terre	O
Qui	O
souvent	O
de	O
ce	O
Temple	O
as	O
lancé	O
le	O
tonnerre	O
,	O
Souffres-tu	O
qu'	O
aujourd'	O
hui	O
tes	O
ennemis	O
mortels	O
Nous	O
viennent	O
égorger	O
au	O
pied	O
de	O
tes	O
Autels	O
?	O
	
Que	O
leur	O
Religion	O
dans	O
le	O
sang	O
étouffée	O
Renouvelle	O
à	O
tes	O
yeux	O
les	O
désordres	O
d'	O
Amphée	O
?	O
	
Et	O
que	O
Sparte	LOC-B
employant	O
le	O
fer	O
et	O
le	O
flambeau	O
De	O
ton	O
Temple	O
et	O
du	O
mont	O
fasse	O
un	O
ardent	O
tombeau	O
?	O
	
Est-ce	O
ainsi	O
puissant	O
Dieu	O
que	O
tu	O
nous	O
abandonnes	O
?	O
	
Messène	LOC-B
va	O
périr	O
puisque	O
tu	O
nous	O
l'	O
ordonnes	O
;	O
	
Mais	O
notre	O
désespoir	O
se	O
mêlant	O
à	O
nos	O
coups	O
,	O
Ceux	O
qui	O
la	O
font	O
périr	O
,	O
périront	O
avec	O
nous	O
.	O
	
Vaillant	O
Aristodème	O
,	O
et	O
toi	O
mon	O
cher	O
Cresphonte	O
Que	O
l'	O
ennemi	O
jamais	O
n'	O
éprouva	O
qu'	O
à	O
sa	O
honte	O
,	O
Et	O
qui	O
sans	O
être	O
issu	O
du	O
sang	O
Messénien	O
,	O
De	O
Messène	LOC-B
pourtant	O
t'	O
es	O
rendu	O
le	O
soutien	O
;	O
	
Prévenez	O
avec	O
moi	O
la	O
cruelle	O
disgrâce	O
Dont	O
depuis	O
si	O
longtemps	O
le	O
destin	O
nous	O
menace	O
;	O
	
Et	O
pour	O
ne	O
pas	O
nous	O
voir	O
honteusement	O
soumis	O
S'	O
il	O
faut	O
tomber	O
,	O
tombons	O
avec	O
nos	O
ennemis	O
.	O
	
N'	O
aggravez	O
pas	O
,	O
Seigneur	O
,	O
les	O
malheurs	O
de	O
Messène	LOC-B
,	O
Bien	O
que	O
le	O
Ciel	O
sur	O
elle	O
ait	O
déployé	O
sa	O
haine	O
,	O
Après	O
les	O
grands	O
exploits	O
qu'	O
a	O
faits	O
votre	O
valeur	O
Elle	O
peut	O
hardiment	O
défier	O
le	O
malheur	O
:	O
Et	O
tant	O
que	O
votre	O
bras	O
soutiendra	O
sa	O
querelle	O
Si	O
Sparte	LOC-B
ne	O
fléchit	O
la	O
guerre	O
est	O
immortelle	O
,	O
Du	O
superbe	O
sommet	O
de	O
ce	O
mont	O
orgueilleux	O
Le	O
mal	O
qu'	O
ils	O
nous	O
ont	O
fait	O
retombera	O
sur	O
eux	O
.	O
	
Nous	O
le	O
renverserons	O
dessus	O
leurs	O
propres	O
têtes	O
,	O
De	O
ces	O
lieux	O
élevés	O
partiront	O
les	O
tempêtes	O
,	O
Dont	O
les	O
traits	O
par	O
nous-même	O
heureusement	O
conduits	O
Les	O
réduiront	O
bientôt	O
où	O
nous	O
sommes	O
réduits	O
.	O
	
Aristodème	O
,	O
perds	O
cette	O
espérance	O
vaine	O
,	O
Juge	O
plus	O
sainement	O
des	O
malheurs	O
de	O
Messène	LOC-B
,	O
Et	O
sache	O
qu'	O
ils	O
sont	O
tels	O
que	O
pour	O
borner	O
leur	O
cours	O
Les	O
Dieux	O
ont	O
trop	O
longtemps	O
différé	O
leur	O
secours	O
.	O
	
À	O
peine	O
ils	O
le	O
pourraient	O
de	O
puissance	O
absolue	O
,	O
Mais	O
déjà	O
dans	O
le	O
Ciel	O
sa	O
perte	O
est	O
résolue	O
.	O
	
Les	O
prodiges	O
sanglants	O
qui	O
nous	O
ont	O
menacés	O
Nous	O
font	O
voir	O
contre	O
nous	O
tous	O
les	O
Dieux	O
courroucés	O
.	O
	
Tout	O
le	O
monde	O
a	O
tremblé	O
sous	O
un	O
coup	O
de	O
tonnerre	O
,	O
Cent	O
fantômes	O
hideux	O
se	O
sont	O
levés	O
de	O
terre	O
,	O
Et	O
remplissant	O
ces	O
lieux	O
de	O
tristesse	O
et	O
d'	O
effroi	O
Androcle	O
et	O
ses	O
amis	O
ont	O
paru	O
devant	O
moi	O
.	O
	
Tel	O
qu'	O
alors	O
qu'	O
opposant	O
sa	O
puissance	O
Royale	O
À	O
la	O
guerre	O
qu'	O
il	O
crût	O
à	O
son	O
pays	O
fatale	O
,	O
Beaucoup	O
plus	O
fort	O
que	O
lui	O
,	O
quoiqu'	O
en	O
un	O
même	O
rang	O
,	O
Mon	O
père	O
Antiochus	O
la	O
signa	O
de	O
son	O
sang	O
.	O
	
L'	O
heure	O
vient	O
,	O
m'	O
a-t-il	O
dit	O
,	O
où	O
le	O
Ciel	O
délibère	O
De	O
me	O
venger	O
sur	O
toi	O
du	O
crime	O
de	O
ton	O
père	O
.	O
	
Mais	O
las	O
!	O
	
Par	O
des	O
rigueurs	O
que	O
j'	O
ai	O
peine	O
à	O
souffrir	O
Toute	O
la	O
Messénie	LOC-B
avec	O
toi	O
doit	O
périr	O
.	O
	
À	O
ces	O
mots	O
il	O
se	O
perd	O
dans	O
le	O
sein	O
d'	O
une	O
nue	O
,	O
Les	O
épais	O
tourbillons	O
qui	O
m'	O
en	O
ôtent	O
la	O
vue	O
,	O
Sont	O
sans	O
cesse	O
percés	O
de	O
mille	O
et	O
mille	O
éclairs	O
Qui	O
peignent	O
nos	O
malheurs	O
dans	O
le	O
vague	O
des	O
airs	O
.	O
	
On	O
oit	O
bruire	O
partout	O
des	O
instruments	O
de	O
guerre	O
:	O
Une	O
pluie	O
de	O
sang	O
tombe	O
sur	O
cette	O
terre	O
,	O
La	O
couvre	O
de	O
serpents	O
,	O
d'	O
insectes	O
,	O
et	O
d'	O
abord	O
Nous	O
respirons	O
un	O
air	O
de	O
poison	O
et	O
de	O
mort	O
,	O
Un	O
si	O
triste	O
destin	O
eut-il	O
jamais	O
d'	O
exemple	O
?	O
	
Joignez	O
à	O
ces	O
horreurs	O
ce	O
qui	O
se	O
fait	O
au	O
Temple	O
.	O
	
Déjà	O
près	O
de	O
l'	O
Autel	O
les	O
Prêtres	O
par	O
trois	O
fois	O
Avaient	O
sommé	O
les	O
Dieux	O
d'	O
accourir	O
à	O
leurs	O
voix	O
.	O
	
La	O
pureté	O
du	O
feu	O
prêt	O
pour	O
le	O
sacrifice	O
Nous	O
faisait	O
espérer	O
un	O
succès	O
plus	O
propice	O
.	O
	
L'	O
encens	O
montait	O
au	O
Ciel	O
avecque	O
liberté	O
,	O
Mais	O
sitôt	O
qu'	O
à	O
la	O
dextre	O
un	O
foudre	O
eut	O
éclaté	O
,	O
Le	O
Ministre	O
effrayé	O
lâche	O
les	O
deux	O
victimes	O
Qui	O
devaient	O
expier	O
la	O
grandeur	O
de	O
nos	O
crimes	O
.	O
	
L'	O
une	O
échappe	O
et	O
s'	O
enfuit	O
,	O
l'	O
autre	O
court	O
à	O
l'	O
Autel	O
,	O
Arrête	O
,	O
tombe	O
et	O
meurt	O
avant	O
le	O
coup	O
mortel	O
.	O
	
Le	O
Prêtre	O
épouvanté	O
de	O
voir	O
ses	O
funérailles	O
Cherche	O
encor	O
nos	O
destins	O
au	O
fond	O
de	O
ses	O
entrailles	O
.	O
	
Mais	O
passant	O
plus	O
avant	O
il	O
voit	O
avec	O
erreur	O
,	O
Un	O
serpent	O
qui	O
mourait	O
en	O
lui	O
rongeant	O
le	O
coeur	O
.	O
	
Ô	O
de	O
nos	O
derniers	O
maux	O
triste	O
et	O
dernier	O
présage	O
!	O
	
C'	O
est	O
ce	O
prodige	O
affreux	O
qui	O
m'	O
ôte	O
le	O
courage	O
.	O
	
Tout	O
est	O
perdu	O
pour	O
nous	O
.	O
	
C'	O
est	O
l'	O
extrême	O
malheur	O
Qui	O
des	O
vrais	O
généreux	O
redouble	O
la	O
valeur	O
.	O
	
Allons	O
doncques	O
amis	O
où	O
nous	O
attend	O
la	O
gloire	O
,	O
Une	O
éclatante	O
mort	O
vaut	O
mieux	O
qu'	O
une	O
victoire	O
.	O
	
Puisque	O
c'	O
est	O
triompher	O
des	O
hommes	O
et	O
du	O
sort	O
De	O
finir	O
de	O
beaux	O
jours	O
par	O
une	O
illustre	O
mort	O
.	O
	
Suivons	O
un	O
sentiment	O
si	O
noble	O
et	O
si	O
sublime	O
.	O
	
Mais	O
Alcidamas	O
vient	O
.	O
	
Enfin	O
,	O
Roi	O
magnanime	O
,	O
Les	O
Dieux	O
vont	O
retirer	O
Messène	LOC-B
de	O
ses	O
fers	O
,	O
Ils	O
ont	O
déjà	O
,	O
touchés	O
des	O
maux	O
qu'	O
elle	O
a	O
soufferts	O
,	O
Commencé	O
son	O
salut	O
par	O
un	O
fameux	O
miracle	O
,	O
Nous	O
n'	O
attendions	O
plus	O
rien	O
du	O
côté	O
de	O
l'	O
Oracle	O
,	O
Tisis	O
étant	O
cru	O
mort	O
,	O
à	O
peine	O
à	O
nos	O
esprits	O
Restait	O
le	O
souvenir	O
du	O
soin	O
qu'	O
il	O
avait	O
pris	O
.	O
	
Cependant	O
il	O
revient	O
,	O
et	O
son	O
zèle	O
invincible	O
Nous	O
porte	O
d'	O
Apollon	O
le	O
remède	O
infaillible	O
.	O
	
Il	O
revient	O
,	O
et	O
le	O
Dieu	O
qu'	O
il	O
porte	O
dans	O
son	O
sein	O
Du	O
camp	O
des	O
ennemis	O
l'	O
a	O
tiré	O
par	O
la	O
main	O
.	O
	
Quoi	O
!	O
	
Tisis	O
vit	O
encor	O
,	O
ô	O
frivole	O
espérance	O
!	O
	
Mais	O
quand	O
bien	O
son	O
salut	O
aurait	O
quelque	O
apparence	O
,	O
Peut-il	O
pour	O
nous	O
revoir	O
aborder	O
des	O
remparts	O
Que	O
nos	O
fiers	O
ennemis	O
ceignent	O
de	O
toutes	O
parts	O
?	O
	
Ne	O
vous	O
trompez-vous	O
point	O
?	O
	
Par	O
cette	O
défiance	O
Vous	O
accusez	O
les	O
Dieux	O
de	O
manquer	O
de	O
puissance	O
;	O
	
Mais	O
,	O
Seigneur	O
,	O
écoutez	O
ce	O
qu'	O
ils	O
ont	O
fait	O
pour	O
nous	O
,	O
Et	O
par	O
là	O
connaissez	O
la	O
fin	O
de	O
leur	O
courroux	O
.	O
	
Marchant	O
sous	O
la	O
faveur	O
du	O
Dieu	O
qui	O
l'	O
accompagne	O
,	O
Tisis	O
touchait	O
déjà	O
les	O
bords	O
de	O
la	O
montagne	O
,	O
Quand	O
voyant	O
tous	O
nos	O
champs	O
couverts	O
de	O
pavillons	O
,	O
Tant	O
de	O
corps	O
détachés	O
,	O
tant	O
d'	O
épais	O
bataillons	O
De	O
nos	O
murs	O
ruinés	O
lui	O
défendre	O
l'	O
entrée	O
,	O
L'	O
âme	O
de	O
déplaisir	O
et	O
de	O
douleur	O
outrée	O
,	O
Il	O
tourna	O
vers	O
le	O
Ciel	O
ses	O
yeux	O
grossis	O
de	O
pleurs	O
,	O
Et	O
par	O
ces	O
tristes	O
mots	O
déplore	O
nos	O
malheurs	O
.	O
	
Je	O
te	O
vois	O
cher	O
pays	O
au	O
bord	O
de	O
ta	O
ruine	O
,	O
Et	O
pouvant	O
arrêter	O
la	O
colère	O
divine	O
,	O
Alors	O
que	O
je	O
te	O
vois	O
sur	O
le	O
point	O
de	O
périr	O
Je	O
porte	O
ton	O
remède	O
et	O
ne	O
puis	O
te	O
guérir	O
.	O
	
Ô	O
Dieu	O
qui	O
m'	O
a	O
commis	O
ta	O
volonté	O
suprême	O
,	O
M'	O
abandonneras-tu	O
dans	O
ce	O
besoin	O
extrême	O
?	O
	
Non	O
,	O
non	O
,	O
je	O
sens	O
ton	O
aide	O
,	O
elle	O
vient	O
à	O
propos	O
.	O
	
Au	O
camp	O
des	O
ennemis	O
il	O
s'	O
engage	O
à	O
ces	O
mots	O
,	O
Et	O
trouvant	O
un	O
quartier	O
sans	O
beaucoup	O
de	O
défense	O
,	O
Où	O
le	O
rapide	O
Haly	LOC-B
des	O
montagnes	O
s'	O
élance	O
,	O
Il	O
surprend	O
l'	O
ennemi	O
,	O
l'	O
enfonce	O
,	O
se	O
fait	O
jour	O
,	O
Le	O
seul	O
fleuve	O
pour	O
lors	O
s'	O
oppose	O
à	O
son	O
retour	O
,	O
Mais	O
l'	O
extrême	O
danger	O
redoublant	O
son	O
courage	O
,	O
Il	O
pousse	O
son	O
cheval	O
qui	O
le	O
passe	O
à	O
la	O
nage	O
:	O
L'	O
ennemi	O
qui	O
le	O
suit	O
confus	O
,	O
épouvanté	O
,	O
Sur	O
un	O
pont	O
de	O
bateaux	O
gagne	O
l'	O
autre	O
côté	O
,	O
Se	O
range	O
sur	O
les	O
bords	O
,	O
couvre	O
tout	O
le	O
rivage	O
,	O
Et	O
lui	O
prépare	O
au	O
port	O
un	O
assuré	O
naufrage	O
.	O
	
Dans	O
cette	O
extrémité	O
que	O
fera-t-il	O
grands	O
Dieux	O
?	O
	
La	O
mort	O
de	O
toutes	O
parts	O
se	O
présente	O
à	O
ses	O
yeux	O
,	O
Dans	O
les	O
eaux	O
,	O
sur	O
la	O
terre	O
,	O
il	O
la	O
voit	O
infaillible	O
:	O
Mais	O
à	O
tous	O
ces	O
périls	O
son	O
esprit	O
insensible	O
De	O
l'	O
amour	O
du	O
pays	O
occupé	O
pleinement	O
,	O
S'	O
il	O
craint	O
en	O
cet	O
état	O
c'	O
est	O
pour	O
nous	O
seulement	O
.	O
	
Cependant	O
le	O
vieux	O
fleuve	O
ennuyé	O
de	O
sa	O
chaîne	O
,	O
Connaissant	O
son	O
vainqueur	O
et	O
celui	O
de	O
Messène	LOC-B
,	O
Va	O
rendre	O
sur	O
les	O
bords	O
ce	O
précieux	O
fardeau	O
.	O
	
L'	O
ennemi	O
qui	O
craignait	O
de	O
le	O
perdre	O
dans	O
l'	O
eau	O
Lui	O
fait	O
place	O
,	O
il	O
paraît	O
sur	O
sa	O
natale	O
terre	O
,	O
Il	O
s'	O
avance	O
,	O
et	O
sentant	O
que	O
l'	O
ennemi	O
l'	O
enserre	O
Il	O
voit	O
sans	O
se	O
troubler	O
par	O
ce	O
second	O
effort	O
Dresser	O
superbement	O
l'	O
appareil	O
de	O
sa	O
mort	O
.	O
	
Il	O
les	O
prévient	O
,	O
il	O
part	O
,	O
et	O
plus	O
vite	O
qu'	O
un	O
foudre	O
D'	O
abord	O
aux	O
plus	O
ardents	O
il	O
fait	O
mordre	O
la	O
poudre	O
,	O
Les	O
renverse	O
à	O
ses	O
pieds	O
l'	O
un	O
sur	O
l'	O
autre	O
entassés	O
,	O
Et	O
se	O
fait	O
un	O
rempart	O
de	O
morts	O
ou	O
de	O
blessés	O
,	O
Les	O
coups	O
marquent	O
du	O
Dieu	O
l'	O
infaillible	O
présence	O
.	O
	
Mais	O
malgré	O
sa	O
valeur	O
,	O
malgré	O
sa	O
résistance	O
,	O
Contre	O
tant	O
d'	O
ennemis	O
ne	O
pouvant	O
se	O
sauver	O
Blessé	O
,	O
mourant	O
il	O
tombe	O
,	O
et	O
l'	O
on	O
court	O
l'	O
achever	O
.	O
	
Ah	O
!	O
	
Tisis	O
que	O
ta	O
mort	O
nous	O
va	O
coûter	O
de	O
larmes	O
.	O
	
Justes	O
Dieux	O
!	O
	
Il	O
allait	O
expirer	O
sous	O
leurs	O
armes	O
,	O
Quand	O
du	O
milieu	O
des	O
airs	O
une	O
terrible	O
voix	O
Leur	O
fait	O
ouïr	O
ces	O
mots	O
par	O
trois	O
diverses	O
fois	O
.	O
	
Sacrilèges	O
,	O
sauvez	O
le	O
porteur	O
de	O
l'	O
Oracle	O
.	O
	
Ces	O
Tigres	O
furieux	O
frappés	O
de	O
ce	O
miracle	O
,	O
Voyant	O
combien	O
le	O
Ciel	O
prenait	O
soin	O
de	O
ses	O
jours	O
Oubliant	O
leur	O
fureur	O
,	O
s'	O
offrent	O
à	O
son	O
secours	O
.	O
	
Ils	O
voulaient	O
l'	O
emporter	O
dans	O
leur	O
tente	O
prochaine	O
:	O
Mais	O
Tisis	O
dans	O
l'	O
ardeur	O
de	O
secourir	O
Messène	LOC-B
,	O
Se	O
servant	O
du	O
pouvoir	O
que	O
lui	O
donnaient	O
les	O
Dieux	O
,	O
Commande	O
qu'	O
aussitôt	O
on	O
le	O
porte	O
en	O
ces	O
lieux	O
.	O
	
On	O
obéit	O
,	O
il	O
vient	O
environné	O
de	O
gloire	O
,	O
Ses	O
ennemis	O
confus	O
annoncent	O
sa	O
victoire	O
Par	O
de	O
profonds	O
soupirs	O
et	O
de	O
tristes	O
regards	O
,	O
Et	O
portent	O
leur	O
vainqueur	O
au	O
pied	O
de	O
nos	O
remparts	O
,	O
Et	O
c'	O
est	O
là	O
que	O
j'	O
ai	O
su	O
ce	O
succès	O
admirable	O
.	O
	
Grands	O
Dieux	O
!	O
	
Après	O
un	O
sort	O
à	O
ce	O
point	O
favorable	O
J'	O
ose	O
tout	O
espérer	O
.	O
	
Grâces	O
aux	O
immortels	O
;	O
	
Que	O
de	O
mille	O
présents	O
on	O
charge	O
leurs	O
Autels	O
.	O
	
Allons	O
par	O
mille	O
jeux	O
célébrer	O
la	O
journée	O
Qui	O
des	O
Messéniens	O
change	O
la	O
destinée	O
.	O
	
Ah	O
!	O
	
Si	O
pour	O
l'	O
honorer	O
par	O
un	O
dernier	O
bonheur	O
,	O
Connaissant	O
de	O
quel	O
feu	O
je	O
brûle	O
pour	O
ta	O
soeur	O
,	O
Tu	O
voulais	O
achever	O
cet	O
heureux	O
hyménée	O
Pour	O
qui	O
semblent	O
les	O
Dieux	O
marquer	O
cette	O
journée	O
,	O
Que	O
je	O
serais	O
heureux	O
si	O
dans	O
un	O
même	O
jour	O
Je	O
faisais	O
triompher	O
Messène	LOC-B
et	O
mon	O
amour	O
.	O
	
Car	O
pour	O
rendre	O
aujourd'	O
hui	O
ma	O
victoire	O
achevée	O
,	O
Si	O
je	O
voyais	O
ta	O
soeur	O
sur	O
mon	O
trône	O
élevée	O
J'	O
irais	O
pour	O
l'	O
affermir	O
par	O
mille	O
exploits	O
divers	O
,	O
Vaincre	O
nos	O
ennemis	O
,	O
subjuguer	O
l'	O
Univers	O
,	O
Et	O
pour	O
faire	O
partout	O
régner	O
ma	O
souveraine	O
Joindre	O
toute	O
la	O
terre	O
aux	O
États	O
de	O
Messène	LOC-B
.	O
	
L'	O
honneur	O
que	O
vous	O
offrez	O
est	O
pour	O
nous	O
trop	O
charmant	O
Pour	O
le	O
vouloir	O
,	O
Seigneur	O
,	O
différer	O
d'	O
un	O
moment	O
.	O
	
Et	O
puisqu'	O
un	O
meilleur	O
sort	O
aujourd'	O
hui	O
nous	O
envoie	O
,	O
En	O
nous	O
rendant	O
Tisis	O
,	O
tant	O
de	O
sujets	O
de	O
joie	O
,	O
Célébrons	O
un	O
hymen	O
si	O
longtemps	O
désiré	O
,	O
Qu'	O
un	O
malheur	O
sans	O
relâche	O
a	O
toujours	O
différé	O
.	O
	
Seigneur	O
par	O
son	O
aveu	O
que	O
le	O
mien	O
autorise	O
,	O
Si	O
vous	O
le	O
souhaitez	O
,	O
ma	O
soeur	O
vous	O
est	O
acquise	O
.	O
	
Que	O
te	O
pourrai-je	O
rendre	O
après	O
un	O
tel	O
bienfait	O
?	O
	
Hélas	O
!	O
	
Si	O
mon	O
mérite	O
égalait	O
mon	O
souhait	O
,	O
Si	O
ce	O
Prince	O
touché	O
des	O
peines	O
que	O
j'	O
endure	O
Voulait	O
.	O
	
Alcidamas	O
vous	O
me	O
faites	O
injure	O
.	O
	
Quoi	O
?	O
	
Ne	O
savez-vous	O
pas	O
que	O
ma	O
fille	O
est	O
à	O
vous	O
?	O
	
Oui	O
,	O
puisque	O
le	O
destin	O
se	O
déclare	O
pour	O
nous	O
:	O
Ce	O
jour	O
si	O
vous	O
voulez	O
verra	O
votre	O
hyménée	O
.	O
	
Que	O
je	O
baise	O
ses	O
mains	O
.	O
	
Ô	O
cruelle	O
journée	O
!	O
	
Je	O
l'	O
aime	O
et	O
pleure	O
.	O
	
Tisis	O
devant	O
nos	O
Dieux	O
Vient	O
exposer	O
l'	O
oracle	O
et	O
mourir	O
à	O
leurs	O
yeux	O
.	O
	
Ah	O
!	O
	
Tisis	O
.	O
	
Grâce	O
au	O
Dieu	O
qui	O
m'	O
a	O
sauvé	O
la	O
vie	O
,	O
Je	O
revois	O
mes	O
amis	O
,	O
mon	O
Prince	O
,	O
et	O
ma	O
patrie	O
.	O
	
Trop	O
heureux	O
puisqu'	O
encor	O
au	O
dernier	O
de	O
mes	O
jours	O
Je	O
leur	O
rends	O
en	O
mourant	O
un	O
utile	O
secours	O
.	O
	
Que	O
te	O
rendrai-je	O
,	O
ô	O
Dieu	O
!	O
	
pour	O
un	O
bienfait	O
si	O
rare	O
?	O
	
Hélas	O
!	O
	
Qu'	O
à	O
l'	O
adorer	O
un	O
chacun	O
se	O
prépare	O
.	O
	
Peuple	O
Messénien	O
,	O
vous	O
Princes	O
,	O
vous	O
mon	O
Roi	O
,	O
Oyez	O
,	O
oyez	O
le	O
Dieu	O
qui	O
vous	O
parle	O
par	O
moi	O
.	O
	
Que	O
l'	O
on	O
jette	O
le	O
sort	O
sur	O
les	O
Vierges	O
d'	O
Épyte	O
,	O
Que	O
l'	O
une	O
de	O
ce	O
sang	O
immolée	O
au	O
